domain,col_nm,values
수량,FC_NEW_CNT,"['1', '1', 'NULL', '1', '8', '0', '8', '0', '0', '1', '0', '0', '0', '2', '0', 'NULL', '9', '0', '0', '1', 'NULL', 'NULL', '2', '5', '0', '7', 'NULL', 'NULL', '6', '3', '7', '6', '0', '1', '1', '9', '0', 'NULL', '1', '1', '3', '0', '3', '1', '9', '6', '7', 'NULL', '7', 'NULL', '2', '0', '1', '8', 'NULL', '1', '1', 'NULL', '1', '1', '0', 'NULL', 'NULL', '0', 'NULL', '1', '3', '1', 'NULL', '1', 'NULL', '2', '8', '1', '7', '1', '1', '1', '1', '0', '1', '5', '6', '0', '9', '8', '0', '9', '2', '5', 'NULL', '1', '7', '0', '1', '7', '2', '6', '6', '1']"
율,EXP_PRC_SS_EFC,"['90', '78', '61', '74', '67', '74', '60', 'NULL', '70', '88', '81', '40', 'NULL', '40', '50', 'NULL', '20', 'NULL', 'NULL', '87', '77', '70', '60', '90', '60', '96', '98', '74', '20', '91', '92', '98', 'NULL', '67', '90', '10', '50', '20', '91', '68', '89', '60', '30', 'NULL', '90', 'NULL', 'NULL', '77', 'NULL', '10', '69', '67', '50', '86', '40', 'NULL', '70', '60', '20', 'NULL', '80', '80', '64', '60', '10', '85', 'NULL', '30', '79', '60', 'NULL', '70', 'NULL', 'NULL', '70', '74', '80', '70', '20', 'NULL', '76', '50', 'NULL', 'NULL', '70', '70', '88', '84', '20', '90', '70', '90', '90', '81', 'NULL', '62', '80', '85', '10', '91']"
율,EXP_PRC_BOD_EFC,"['59', '31', 'NULL', '80', 'NULL', '59', '40', '53', 'NULL', '80', '68', '66', 'NULL', '10', '61', '39', '59', 'NULL', '44', '31', '90', 'NULL', '53', '84', 'NULL', '67', '60', '51', 'NULL', '80', 'NULL', '40', 'NULL', '51', '59', '60', '52', '59', '56', 'NULL', 'NULL', '57', '50', '57', 'NULL', '35', '50', '52', '40', '52', '60', '32', '55', '66', '20', '84', 'NULL', 'NULL', '70', '59', '80', '66', 'NULL', 'NULL', '62', '80', '59', '10', 'NULL', '57', '61', '80', '54', '60', '14', 'NULL', '54', '70', '74', '50', '59', '69', 'NULL', '40', 'NULL', '70', '64', '40', '61', '90', '14', '38', 'NULL', '50', 'NULL', '44', '34', '64', 'NULL', '70']"
번호,INP_USR_ID,"['pgrt6', 'parx6', 'sza3', 'parp6', 'palt2', 'spa3', 'pkrt2', 'sxa4', 'sga9', 'pagt6', 'gart2', 'pqrt2', 'wart5', 'pary5', 'paqt2', 'pxrt6', 'nga4', 'pga3', 'psrt2', 'dga3', 'part8', 'gart2', 'part3', 'sga5', 'sgp3', 'pawt6', 'sta4', 'pirt6', 'mart6', 'palt2', 'payt5', 'parh2', 'part8', 'dga3', 'part1', 'pzrt6', 'lga4', 'sge4', 'papt2', 'rart5', 'sga3', 'part7', 'paat2', 'paat6', 'sgz3', 'pars2', 'part3', 'zart2', 'paet2', 'saa3', 'parj2', 'nart2', 'sge4', 'parr2', 'sga7', 'xga4', 'sgo4', 'paqt6', 'padt2', 'sza4', 'aart5', 'paet5', 'padt5', 'zga3', 'sgt4', 'uga3', 'rga4', 'gart6', 'sga2', 'swa3', 'pkrt2', 'cga4', 'phrt2', 'sga0', 'sga1', 'sla3', 'rga3', 'sgh4', 'plrt2', 'sgq4', 'dart5', 'parw5', 'sgy4', 'part2', 'part3', 'part0', 'parm5', 'pwrt6', 'spa4', 'wart6', 'sma4', 'part5', 'xart6', 'sgk3', 'sart6', 'sra4', 'bart5', 'soa4', 'xart2', 'part6']"
날짜,INP_DT,"['26200120', '20900217', '20700120', '80200217', '20202217', '20800217', '20250106', '40200106', '20205313', '20260217', '20200620', '20200211', '20200813', '20200520', '20200217', '20700217', '20200713', '20207121', '20200217', '20260313', '20205121', '20250106', '20203121', '21200313', '20200821', '20200821', '28200313', '20240120', '20900106', '60200313', '20201106', '20200141', '20200122', '20300106', '20250121', '10200106', '27200120', '20100313', '22200217', '20200323', '20200113', '20200196', '20100313', '21200106', '20200421', '24200313', '25200217', '20208106', '20200120', '20207120', '20200128', '20300313', '20200106', '20200106', '20200312', '20200126', '20200313', '20900121', '20200170', '90200313', '20200913', '20200127', '20200219', '20200126', '20205313', '20290106', '20230121', '20200021', '40200217', '20400120', '20200101', '20200318', '20290313', '90200106', '20200101', '20000121', '80200120', '25200313', '20230120', '20100217', '20200221', '20200129', '26200106', '10200120', '20200121', '27200313', '20240120', '24200313', '20270120', '20280313', '26200217', '20200105', '20200316', '40200106', '23200313', '20600121', '20200513', '20260121', '20200421', '29200121']"
날짜,INP_TM,"['062515', '055471', '104357', '104854', '104324', '055456', '053451', '094801', '144354', '012519', '062509', '062514', '662519', '355451', '093808', '062511', '062516', '093800', '064220', '094220', '062719', '062619', '107354', '055491', '055411', '062559', '094120', '555451', '294220', '094220', '793801', '109354', '062019', '094801', '555451', '094220', '093861', '114354', '362519', '055651', '054451', '174354', '085451', '055851', '104355', '894220', '096220', '062519', '093501', '094260', '058451', '033801', '094222', '455451', '091801', '097220', '055471', '104054', '355451', '404354', '804354', '393801', '055451', '955451', '093801', '106354', '055401', '052519', '104054', '057451', '073801', '094220', '062219', '068519', '025451', '093201', '062519', '394220', '393801', '094620', '092220', '062599', '104354', '055451', '562519', '059451', '062519', '053801', '004220', '104554', '097220', '594220', '104654', '104254', '094520', '062589', '055151', '104374', '604354', '055461']"
번호,UPT_USR_ID,"['sja4', 'part5', 'pqrt5', 'sgf3', 'paut6', 'uga3', 'wart6', 'sgd4', 'sgn3', 'part1', 'parl2', 'pait6', 'sga9', 'iart6', 'part5', 'part2', 'wga4', 'parx6', 'paat2', 'hga4', 'pxrt5', 'pars6', 'qart2', 'part5', 'past5', 'pbrt2', 'paqt6', 'sgr3', 'part3', 'park2', 'park6', 'sgt3', 'pari6', 'sga1', 'part2', 'parn2', 'part2', 'part9', 'sga6', 'dart6', 'pwrt2', 'pqrt2', 'sca3', 'sya3', 'sga4', 'part5', 'part0', 'sga9', 'swa4', 'pprt6', 'part6', 'sgn4', 'paro5', 'sla3', 'sga9', 'plrt2', 'sga1', 'sga0', 'mga4', 'sya4', 'bga4', 'jart6', 'part5', 'gga4', 'part6', 'payt5', 'aart2', 'part9', 'parr5', 'pmrt5', 'part5', 'pard5', 'ptrt5', 'part5', 'payt2', 'sxa4', 'sgv3', 'parz6', 'sla4', 'sgw3', 'ptrt6', 'dart5', 'sga0', 'sgo3', 'dart2', 'pajt5', 'parh5', 'paet6', 'paot5', 'part8', 'sgr3', 'pant6', 'pnrt5', 'pare2', 'uart5', 'pdrt5', 'parw2', 'jart5', 'pfrt6', 'parz6']"
날짜,UPT_DT,"['20200126', '25200121', '29200120', '20210120', '20203121', '20200213', '60200106', '20270120', '20200121', '20200017', '50200313', '20200217', '20200129', '20200521', '50200120', '20200190', '20500120', '20200125', '20200317', '20200513', '20200217', '20500120', '20200717', '60200217', '20206106', '20290120', '20200120', '20200353', '20300313', '28200120', '20200127', '28200313', '20200297', '10200313', '20200101', '20200313', '20200521', '40200217', '20200323', '10200217', '20250106', '50200106', '40200106', '28200106', '20200129', '20200287', '10200106', '20200217', '20700120', '20100106', '20200606', '20200393', '20200121', '20209121', '20200106', '20230313', '20200166', '20210121', '20200191', '20200210', '60200121', '20200297', '20200180', '20300313', '20202120', '29200313', '20200150', '20200020', '80200313', '20200125', '20204217', '20600313', '23200313', '20200227', '20200106', '90200106', '20200106', '20260120', '70200106', '20200257', '30200120', '22200121', '21200106', '20200136', '20200106', '70200106', '20600313', '20200217', '20700313', '20201217', '20270106', '20200100', '20200120', '20200218', '20200217', '20100120', '20200013', '20200136', '20200506', '20200131']"
날짜,UPT_TM,"['094226', '052519', '062515', '104374', '093871', '104654', '094220', '094820', '093801', '094220', '093801', '072519', '012519', '090801', '093800', '055451', '104314', '362519', '304354', '093401', '062819', '075451', '394220', '794220', '012519', '062579', '055051', '094420', '065451', '101354', '304354', '093801', '094220', '106354', '062516', '092519', '094230', '062519', '555451', '055651', '494220', '060519', '694220', '062419', '104353', '093891', '095451', '062579', '023801', '104352', '804354', '053451', '097220', '094920', '032519', '104304', '093501', '355451', '093101', '104359', '104324', '096801', '095801', '655451', '393801', '095220', '015451', '099220', '062019', '174354', '093800', '094420', '093301', '104354', '093201', '063801', '093831', '043801', '154354', '093802', '069519', '022519', '051451', '055431', '055458', '045451', '100354', '504354', '104334', '091220', '093841', '055751', '062519', '104350', '794220', '393801', '562519', '155451', '094290', '094210']"
번호,IDF_RGSNO,"['FC0145738103', 'FC0129070101', 'FC4145730103', 'FC0137890500', 'FC6129370101', 'FC0129470100', 'FC6129370100', 'FC0129372101', 'FC0129370171', 'FC0137893100', 'FC0145830103', 'FC0137390100', 'FC5129370100', 'OC0145730103', 'UC0129370100', 'FC0737890300', 'FC2145730103', 'FC0129370601', 'FC0129870101', 'FC0179370100', 'FC0137890340', 'FC0145730103', 'FC0189370101', 'FC0137890300', 'FC0137899300', 'FC0145750103', 'FC0045730103', 'FC0129374100', 'FC0129370100', 'FC0637890100', 'FG0129370100', 'FC0129370101', 'FC0129270101', 'FC0137860300', 'FC0229370100', 'FC4137890100', 'FC0129373101', 'FC0137890700', 'GC0137890100', 'FC0137290100', 'FC0129370301', 'FC0129300100', 'FH0137890300', 'FC0145780103', 'FC0129370102', 'FC0129370101', 'FC6137890300', 'FC2145730103', 'FC6137890100', 'FC0145736103', 'FC7129370101', 'FC0129374101', 'FC0145730143', 'FC0129370001', 'FC1137890300', 'FC8145730103', 'FC0124370100', 'VC0137890100', 'FC0129070100', 'FC0137890900', 'RC0129370100', 'FC0129170101', 'FQ0145730103', 'FC0337890300', 'FC0129380100', 'FC0129370101', 'FC0130890300', 'FC0129374101', 'FC0129370101', 'FC9137890300', 'FC0037890300', 'FC4137890300', 'TC0137890100', 'FC0529370100', 'FC0137690100', 'FC0199370100', 'FC0145730108', 'HC0137890100', 'FC0137890300', 'FC0133890300', 'MC0129370101', 'FC0177890300', 'PC0145730103', 'FC0137890150', 'FC0129370501', 'TC0145730103', 'FC0136890100', 'FA0137890300', 'FL0137890100', 'FC1129370100', 'FC0138890100', 'FC0157890100', 'UC0145730103', 'FC0137490100', 'FC0137890300', 'FC0129370100', 'FC0127370101', 'FC0167890300', 'FC0137290100', 'FC0129370103']"
